institute,program,quota,category,gender,year,round,openRank,closeRank,state,instituteType
Indian Institute of Information Technology Bhopal,"Information Technology (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,46673,57148,,IIIT
Indian Institute of Information Technology Bhopal,"Information Technology (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,174469,209285,,IIIT
Indian Institute of Information Technology Bhopal,"Information Technology (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,199917,371738,,IIIT
Indian Institute of Information Technology Bhopal,"Physics and Computational Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,32200,58296,,IIIT
Indian Institute of Information Technology Bhopal,"Physics and Computational Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,58304,63161,,IIIT
Indian Institute of Information Technology Bhopal,"Physics and Computational Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,63964,72344,,IIIT
Indian Institute of Information Technology Bhopal,"Physics and Computational Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,217628,231447,,IIIT
Indian Institute of Information Technology Bhopal,"Physics and Computational Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,382506,402549,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,28803,34317,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Female-only (including Supernumerary),2025,1,35987,38217,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,34530,42385,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),2025,1,54786,58948,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,39793,48978,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC,Female-only (including Supernumerary),2025,1,59344,59417,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,145508,194205,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),2025,1,201923,202432,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,194524,273157,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,9443,35022,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,GEN,Female-only (including Supernumerary),2025,1,38486,38900,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,GEN-PwD,Gender-Neutral,2025,1,859462,859462,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,35123,35818,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,36030,47575,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,OBC,Female-only (including Supernumerary),2025,1,60921,60921,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,108307,176794,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),2025,1,181695,181695,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,225661,225661,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,24928,35724,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,GEN,Female-only (including Supernumerary),2025,1,39590,40704,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,GEN-PwD,Gender-Neutral,2025,1,515003,515003,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,42415,42967,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),2025,1,60544,60544,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,36169,52124,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,OBC,Female-only (including Supernumerary),2025,1,67761,67761,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,72882,190561,,IIIT
Indian Institute of Information Technology Surat,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),2025,1,188738,188738,,IIIT
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,28758,49551,,IIIT
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN,Female-only (including Supernumerary),2025,1,54351,56396,,IIIT
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN-PwD,Gender-Neutral,2025,1,981966,981966,,IIIT
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,50084,58244,,IIIT
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),2025,1,67020,71333,,IIIT
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,52805,63958,,IIIT
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC,Female-only (including Supernumerary),2025,1,58192,82346,,IIIT
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC-PwD,Gender-Neutral,2025,1,1169503,1169503,,IIIT
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,202233,216512,,IIIT
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),2025,1,190658,190658,,IIIT
Indian Institute of Information Technology Surat,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,239801,303302,,IIIT
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,28815,58772,,IIIT
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Female-only (including Supernumerary),2025,1,59375,75556,,IIIT
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN-PwD,Gender-Neutral,2025,1,1091091,1091091,,IIIT
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,60082,68004,,IIIT
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),2025,1,88645,93143,,IIIT
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,62136,74835,,IIIT
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC,Female-only (including Supernumerary),2025,1,89152,97711,,IIIT
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,204431,227494,,IIIT
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),2025,1,189287,189287,,IIIT
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,375489,412186,,IIIT
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),2025,1,384502,416600,,IIIT
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,37477,56279,,IIIT
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,GEN,Female-only (including Supernumerary),2025,1,61009,69947,,IIIT
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,59661,61603,,IIIT
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),2025,1,78773,82605,,IIIT
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,EWS-PwD,Gender-Neutral,2025,1,1193162,1193162,,IIIT
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,1,56820,69614,,IIIT
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,OBC,Female-only (including Supernumerary),2025,1,80384,87241,,IIIT
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,OBC-PwD,Gender-Neutral,2025,1,556571,556571,,IIIT
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,1,98619,219820,,IIIT
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),2025,1,184038,184038,,IIIT
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,322231,343624,,IIIT
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,1,23593,52520,,IIIT
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Female-only (including Supernumerary),2025,1,48511,63495,,IIIT
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,1,52685,57886,,IIIT
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),2025,1,67480,76958,,IIIT
